MatchId,BotType,Result,TimeMs,TotalClicks
730,RandomBot,DEFEAT,0,4
731,RandomBot,DEFEAT,0,2
732,RandomBot,DEFEAT,0,1
733,RandomBot,DEFEAT,0,16
734,RandomBot,DEFEAT,0,7
735,RandomBot,DEFEAT,0,10
736,RandomBot,DEFEAT,0,5
737,RandomBot,DEFEAT,0,4
738,RandomBot,DEFEAT,0,7
739,RandomBot,DEFEAT,0,4
740,RandomBot,DEFEAT,0,1
741,RandomBot,DEFEAT,0,1
742,RandomBot,DEFEAT,0,3
743,RandomBot,DEFEAT,0,5
744,RandomBot,DEFEAT,0,7
745,RandomBot,DEFEAT,0,2
746,RandomBot,DEFEAT,0,4
747,RandomBot,DEFEAT,0,2
748,RandomBot,DEFEAT,0,6
749,RandomBot,DEFEAT,0,6
750,RandomBot,DEFEAT,0,5
751,RandomBot,DEFEAT,0,1
752,RandomBot,DEFEAT,0,3
753,RandomBot,DEFEAT,0,5
754,RandomBot,DEFEAT,0,1
755,RandomBot,DEFEAT,0,3
756,RandomBot,DEFEAT,0,9
757,RandomBot,DEFEAT,0,5
758,RandomBot,DEFEAT,0,5
759,RandomBot,DEFEAT,0,9
760,RandomBot,DEFEAT,0,1
761,RandomBot,DEFEAT,0,1
762,RandomBot,DEFEAT,0,1
763,RandomBot,DEFEAT,0,3
764,RandomBot,DEFEAT,0,9
765,RandomBot,DEFEAT,0,9
766,RandomBot,DEFEAT,0,2
767,RandomBot,DEFEAT,0,5
768,RandomBot,DEFEAT,0,6
769,RandomBot,DEFEAT,0,2
770,RandomBot,DEFEAT,0,6
771,RandomBot,DEFEAT,0,3
772,RandomBot,DEFEAT,0,5
773,RandomBot,DEFEAT,0,3
774,RandomBot,DEFEAT,0,3
775,RandomBot,DEFEAT,0,2
776,RandomBot,DEFEAT,0,2
777,RandomBot,DEFEAT,0,3
778,RandomBot,DEFEAT,0,10
779,RandomBot,DEFEAT,0,2
780,RandomBot,DEFEAT,0,3
781,RandomBot,DEFEAT,0,4
782,RandomBot,DEFEAT,0,4
783,RandomBot,DEFEAT,0,5
784,RandomBot,DEFEAT,0,4
785,RandomBot,DEFEAT,0,3
786,RandomBot,DEFEAT,0,4
787,RandomBot,DEFEAT,0,1
788,RandomBot,DEFEAT,0,2
789,RandomBot,DEFEAT,0,2
790,RandomBot,DEFEAT,0,2
791,RandomBot,DEFEAT,0,1
792,RandomBot,DEFEAT,0,7
793,RandomBot,DEFEAT,0,3
794,RandomBot,DEFEAT,0,1
795,RandomBot,DEFEAT,0,6
796,RandomBot,DEFEAT,0,3
797,RandomBot,DEFEAT,0,3
798,RandomBot,DEFEAT,1,5
799,RandomBot,DEFEAT,0,6
800,RandomBot,DEFEAT,0,2
801,RandomBot,DEFEAT,0,2
802,RandomBot,DEFEAT,0,3
803,RandomBot,DEFEAT,0,2
804,RandomBot,DEFEAT,0,6
805,RandomBot,DEFEAT,0,9
806,RandomBot,DEFEAT,0,6
807,RandomBot,DEFEAT,0,4
808,RandomBot,DEFEAT,0,3
809,RandomBot,DEFEAT,0,4
810,RandomBot,DEFEAT,0,5
811,RandomBot,DEFEAT,0,2
812,RandomBot,DEFEAT,0,3
813,RandomBot,DEFEAT,0,2
814,RandomBot,DEFEAT,0,2
815,RandomBot,DEFEAT,0,2
816,RandomBot,DEFEAT,0,4
817,RandomBot,DEFEAT,0,2
818,RandomBot,DEFEAT,0,6
819,RandomBot,DEFEAT,0,4
820,RandomBot,DEFEAT,0,3
821,RandomBot,DEFEAT,0,3
822,RandomBot,DEFEAT,0,5
823,RandomBot,DEFEAT,0,7
824,RandomBot,DEFEAT,0,3
825,RandomBot,DEFEAT,0,7
826,RandomBot,DEFEAT,0,4
827,RandomBot,DEFEAT,0,9
828,RandomBot,DEFEAT,0,4
829,RandomBot,DEFEAT,0,5
830,RandomBot,DEFEAT,0,9
831,RandomBot,DEFEAT,0,1
832,RandomBot,DEFEAT,0,2
833,RandomBot,DEFEAT,0,4
834,RandomBot,DEFEAT,0,5
835,RandomBot,DEFEAT,0,6
836,RandomBot,DEFEAT,0,1
837,RandomBot,DEFEAT,0,6
838,RandomBot,DEFEAT,0,2
839,RandomBot,DEFEAT,0,2
840,RandomBot,DEFEAT,0,2
841,RandomBot,DEFEAT,0,7
842,RandomBot,DEFEAT,0,6
843,RandomBot,DEFEAT,0,2
844,RandomBot,DEFEAT,0,4
845,RandomBot,DEFEAT,0,12
846,RandomBot,DEFEAT,0,2
847,RandomBot,DEFEAT,0,3
848,RandomBot,DEFEAT,0,2
849,RandomBot,DEFEAT,0,4
850,RandomBot,DEFEAT,0,4
851,RandomBot,DEFEAT,0,2
852,RandomBot,DEFEAT,0,2
853,RandomBot,DEFEAT,0,2
854,RandomBot,DEFEAT,0,2
855,RandomBot,DEFEAT,0,6
856,RandomBot,DEFEAT,1,5
857,RandomBot,DEFEAT,0,2
858,RandomBot,DEFEAT,0,3
859,RandomBot,DEFEAT,0,4
860,RandomBot,DEFEAT,0,6
861,RandomBot,DEFEAT,0,5
862,RandomBot,DEFEAT,0,2
863,RandomBot,DEFEAT,0,4
864,RandomBot,DEFEAT,0,1
865,RandomBot,DEFEAT,0,10
866,RandomBot,DEFEAT,0,3
867,RandomBot,DEFEAT,0,3
868,RandomBot,DEFEAT,0,4
869,RandomBot,DEFEAT,0,7
870,RandomBot,DEFEAT,0,3
871,RandomBot,DEFEAT,0,9
872,RandomBot,DEFEAT,0,4
873,RandomBot,DEFEAT,0,3
874,RandomBot,DEFEAT,0,4
875,RandomBot,DEFEAT,0,4
876,RandomBot,DEFEAT,0,6
877,RandomBot,DEFEAT,0,4
878,RandomBot,DEFEAT,0,4
879,RandomBot,DEFEAT,0,4
880,RandomBot,DEFEAT,0,2
881,RandomBot,DEFEAT,0,1
882,RandomBot,DEFEAT,0,3
883,RandomBot,DEFEAT,0,7
884,RandomBot,DEFEAT,0,4
885,RandomBot,DEFEAT,1,13
886,RandomBot,DEFEAT,0,2
887,RandomBot,DEFEAT,0,1
888,RandomBot,DEFEAT,0,5
889,RandomBot,DEFEAT,0,3
890,RandomBot,DEFEAT,0,4
891,RandomBot,DEFEAT,0,3
892,RandomBot,DEFEAT,0,3
893,RandomBot,DEFEAT,0,3
894,RandomBot,DEFEAT,0,3
895,RandomBot,DEFEAT,0,2
896,RandomBot,DEFEAT,0,2
897,RandomBot,DEFEAT,0,7
898,RandomBot,DEFEAT,0,6
899,RandomBot,DEFEAT,0,1
900,RandomBot,DEFEAT,0,9
901,RandomBot,DEFEAT,0,6
902,RandomBot,DEFEAT,0,5
903,RandomBot,DEFEAT,0,5
904,RandomBot,DEFEAT,0,2
905,RandomBot,DEFEAT,0,6
906,RandomBot,DEFEAT,0,3
907,RandomBot,DEFEAT,0,3
908,RandomBot,DEFEAT,0,2
909,RandomBot,DEFEAT,0,11
910,RandomBot,DEFEAT,0,5
911,RandomBot,DEFEAT,0,1
912,RandomBot,DEFEAT,0,4
913,RandomBot,DEFEAT,0,4
914,RandomBot,DEFEAT,0,2
915,RandomBot,DEFEAT,0,6
916,RandomBot,DEFEAT,0,2
917,RandomBot,DEFEAT,0,3
918,RandomBot,DEFEAT,0,5
919,RandomBot,DEFEAT,0,3
920,RandomBot,DEFEAT,0,2
921,RandomBot,DEFEAT,0,2
922,RandomBot,DEFEAT,0,3
923,RandomBot,DEFEAT,0,3
924,RandomBot,DEFEAT,0,7
925,RandomBot,DEFEAT,0,2
926,RandomBot,DEFEAT,0,3
927,RandomBot,DEFEAT,0,1
928,RandomBot,DEFEAT,0,4
929,RandomBot,DEFEAT,0,4
930,RandomBot,DEFEAT,0,2
931,RandomBot,DEFEAT,0,4
932,RandomBot,DEFEAT,0,1
933,RandomBot,DEFEAT,0,2
934,RandomBot,DEFEAT,0,1
935,RandomBot,DEFEAT,0,1
936,RandomBot,DEFEAT,0,3
937,RandomBot,DEFEAT,0,1
938,RandomBot,DEFEAT,0,5
939,RandomBot,DEFEAT,0,5
940,RandomBot,DEFEAT,0,5
941,RandomBot,DEFEAT,0,5
942,RandomBot,DEFEAT,0,1
943,RandomBot,DEFEAT,0,4
944,RandomBot,DEFEAT,0,11
945,RandomBot,DEFEAT,0,4
946,RandomBot,DEFEAT,0,2
947,RandomBot,DEFEAT,0,7
948,RandomBot,DEFEAT,0,5
949,RandomBot,DEFEAT,0,2
950,RandomBot,DEFEAT,0,10
951,RandomBot,DEFEAT,0,1
952,RandomBot,DEFEAT,0,5
953,RandomBot,DEFEAT,0,3
954,RandomBot,DEFEAT,0,4
955,RandomBot,DEFEAT,0,3
956,RandomBot,DEFEAT,0,4
957,RandomBot,DEFEAT,1,10
958,RandomBot,DEFEAT,0,4
959,RandomBot,DEFEAT,0,2
960,RandomBot,DEFEAT,0,4
961,RandomBot,DEFEAT,0,1
962,RandomBot,DEFEAT,0,1
963,RandomBot,DEFEAT,0,3
964,RandomBot,DEFEAT,0,3
965,RandomBot,DEFEAT,0,2
966,RandomBot,DEFEAT,0,4
967,RandomBot,DEFEAT,0,8
968,RandomBot,DEFEAT,0,2
969,RandomBot,DEFEAT,0,3
970,RandomBot,DEFEAT,0,3
971,RandomBot,DEFEAT,0,4
972,RandomBot,DEFEAT,0,11
973,RandomBot,DEFEAT,0,6
974,RandomBot,DEFEAT,0,2
975,RandomBot,DEFEAT,0,9
976,RandomBot,DEFEAT,0,7
977,RandomBot,DEFEAT,0,3
978,RandomBot,DEFEAT,0,6
979,RandomBot,DEFEAT,0,2
980,RandomBot,DEFEAT,0,2
981,RandomBot,DEFEAT,0,4
982,RandomBot,DEFEAT,0,4
983,RandomBot,DEFEAT,0,3
984,RandomBot,DEFEAT,0,10
985,RandomBot,DEFEAT,0,7
986,RandomBot,DEFEAT,0,10
987,RandomBot,DEFEAT,0,9
988,RandomBot,DEFEAT,0,3
989,RandomBot,DEFEAT,0,2
990,RandomBot,DEFEAT,0,5
991,RandomBot,DEFEAT,1,4
992,RandomBot,DEFEAT,0,3
993,RandomBot,DEFEAT,0,17
994,RandomBot,DEFEAT,0,4
995,RandomBot,DEFEAT,0,7
996,RandomBot,DEFEAT,0,5
997,RandomBot,DEFEAT,0,2
998,RandomBot,DEFEAT,0,2
999,RandomBot,DEFEAT,0,2
1000,RandomBot,DEFEAT,0,6
